Title,Short Intro,URL,Category,Sub-Category,Skills,Rating,Number of viewers,Duration,Level,preference,skill_vector,popularity,Cluster
Organizational Leadership Specialization,Successfully Lead in an Ever-Changing Business Environment. Master key strategies to successfully lead an organizational change effort in just five courses plus a final capstone project.,https://www.coursera.org/specializations/organizational-leadership,Business,Leadership and Management,"Design Leadership, Negotiation, Leadership, Marketing, Team Management, Collaboration, Communication, Innovation, Crisis Management, Communications Management, Advertising, Data Analysis, ",4.7,2479,4704,2,"business, leadership and management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",0.0001490887,3
Inspirational Leadership: Leading with Sense Specialization,"Shape Your Life With Leadership. Become a better leader, manager, colleague, parent, or friend in three courses.",https://www.coursera.org/specializations/inspirational-leadership,Business,Leadership and Management,"Confidence, Communication, Leadership, Strategic Hr Leadership, Human Resources (HR), ",4.7,1474,3360,2,"business, leadership and management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",8.86473e-05,3
Photography Basics and Beyond: From Smartphone to DSLR Specialization,"Create photographs you will be proud to share.. Build a solid foundation in digital photography, growing in knowledge from camera to composition!",https://www.coursera.org/specializations/photography-basics,Arts and Humanities,Music and Art,"Social Media, Photography, Copywriting, Writing, Confidence, History, Creativity, Art, Project, ",4.8,5034,4032,2,"arts and humanities, music and art","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]",0.0003027481,3
Omnichannel Retail Strategy Specialization,Learn the Fundamentals of Retail Strategy. Develop a strategy for building a successful omnichannel business that adapts to today's transformed retail landscape.,https://www.coursera.org/specializations/wharton-retail-strategy,Business,Business Strategy,"Talent Management, Marketing Strategy, Performance Management, Analytics, Digital Supply Chain, ",4.8,241,2016,2,"business, business strategy","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]",1.44939e-05,3
Renewable Energy Specialization,"Renewable Energy Technologies and Implementation. Build a comprehensive understanding of renewable energy technologies, projects, grid integration, and future prospects!",https://www.coursera.org/specializations/renewable-energy,Physical Science and Engineering,Environmental Science and Sustainability,"Renewable Energy, Solar Energy, Energy Projects, Sustainability, Wind Energy, Energy storage, Renewable Energy Techologies, Electricity systems, Wind Power, Sustainable Energy, Project Execution, Project Operations, ",4.8,284,3360,2,"physical science and engineering, environmental science and sustainability","[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]",1.70799e-05,3
Become an EMT Specialization,EMT Medical and Trauma Emergency Care. Gain the skills needed to provide first responder emergency medical care ,https://www.coursera.org/specializations/become-an-emt,Health,Patient Care,"Emergency Medicine, Emergency Medical Technician, EMT, Trauma, Dentures, Foams, Toe, Decontamination, infant, ingestion, listening, emergency, ",4.8,1449,4704,2,"health, patient care","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",8.71438e-05,3
Market Research Specialization,Research Techniques + Data = Marketing Superhero. Deliver valuable customer insights for your business.,https://www.coursera.org/specializations/market-research,Business,Marketing,"Internality, Qualitative Research, quantitative research, Market Research, Proposal Writing, Research Methods, Product Research, Marketing Intelligence, Sample Collection, Sample Size Determination, Sample Preparation, Focus Group, ",4.5,914,2688,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",5.49686e-05,3
Transforming the Fashion Business Specialization,Design the Future of the Fashion Business. Master the challenges facing the fashion industry in today's complex and evolving landscape,https://www.coursera.org/specializations/transforming-fashion-business,Business,Business Strategy,"Fashion Design, Fashion Systems, Sustainability, Holistic Product Lifecyle, Retail Management, Systems Thinking, Product Life Cycles, User-Centered Design, Research And Development (R&D), Trend Analysis, ethical design and production, Collaboration, ",4.7,290,2016,2,"business, business strategy","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]",1.74408e-05,3
"GIS, Mapping, and Spatial Analysis Specialization","Launch your career in mapping and GIS!. Learn the concepts, tools, and techniques to make great maps that answer geographic questions.",https://www.coursera.org/specializations/gis-mapping-spatial-analysis,Data Science,Data Analysis,"Geographic Information System (GIS), Cartography, Esri, Mapping, Spatial Analysis, ",4.9,2107,4032,2,"data science, data analysis","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",0.0001267164,0
Trading Strategies in Emerging Markets Specialization,Design your own Trading Strategy. Develop and test an emerging market trading strategy ,https://www.coursera.org/specializations/trading-strategy,Business,Finance,"Trading Strategy, Algorithmic Trading, Financial Ratio, Trading, Cost, Financial Statement, Post-Earnings-Announcement Drift (PEAD), F1 Score, ",4.3,1912,4032,2,"business, finance","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0001149889,3
Web Applications for Everybody Specialization,"Build dynamic database-backed web sites.. Use PHP, MySQL, jQuery, and Handlebars to build web and database applications.",https://www.coursera.org/specializations/web-applications,Computer Science,Mobile and Web Development,"Jquery, web application development, Hypertext Preprocessor (PHP), JavaScript, MySQL, HTML, Cascading Style Sheets (CSS), Phpmyadmin, Relational Database, SQL, Create, Read, Update And Delete, ",4.8,5521,4032,2,"computer science, mobile and web development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0003320366,2
Inspired Leadership Specialization,"Leading to inspire and engage others. Learn concepts and skills to inspire and engage others for performance, innovation and satisfaction.",https://www.coursera.org/specializations/inspired-leadership,Business,Leadership and Management,"Emotional Intelligence, Coaching, Appreciative Inquiry, Leadership, Negotiation, Mindfulness, Assertiveness, Communication, Active Listening, Change Management, Positive Psychology, Facilitation, ",4.8,1202,5376,2,"business, leadership and management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",7.22891e-05,3
Marketing Strategy Specialization,"Develop Your Marketing Strategy. Learn the fundamentals of market research, positioning, the marketing mix and campaign planning.  ",https://www.coursera.org/specializations/marketing-strategy,Business,Marketing,"Marketing Plan, Market Research, Positioning (Marketing), Value Proposition, Consumer Behaviour, Data Analysis, Market Segmentation, Marketing Process, Market Analysis, Planning, Marketing Strategy, ",4.4,3430,4032,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0002062824,3
Health Informatics Specialization,Learn To Tackle Health IT & Big Data the Right Way. Become a leader in the dynamic and rapidly growing field of health informatics.,https://www.coursera.org/specializations/health-informatics,Health,Health Informatics,"Data Science, Decision Support System, Health Informatics, Health Care, Informatics, health, Digital Health, Decision Analysis, Information Technology Planning, Strategic Leadership, Knowledge Acquisition, Decision Tree, ",4.4,579,3360,2,"health, health informatics","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",3.48214e-05,3
Robotics Specialization,Learn the Building Blocks for a Career in Robotics. Gain experience programming robots to perform in situations and for use in crisis management,https://www.coursera.org/specializations/robotics,Physical Science and Engineering,Electrical Engineering,"Motion Planning, Particle Filter, Matlab, Robotics, Quadcoper, Automated Planning And Scheduling, A* Search Algorithm, Serial Line Internet Protocol (SLIP), Robot, Computer Vision, Estimation, Random Sample Consensus (Ransac), ",4.3,2981,4704,2,"physical science and engineering, electrical engineering","[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]",0.0001792793,3
Management Consulting Specialization,"Management Consultant Careers Skills Tools. Work like a management consultant: smarter, and faster",https://www.coursera.org/specializations/managementconsulting,Business,Leadership and Management,"Management Consulting, Presentation, Problem Solving, Consulting, Recruiting, Business Case, Business Analytics, Case interview, interviewing, Project Management, Data Analysis, Lean Six Sigma, ",4.8,212,4704,2,"business, leadership and management","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]",1.27498e-05,3
Machine Learning Specialization,Build Intelligent Applications. Master machine learning fundamentals in four hands-on courses.,https://www.coursera.org/specializations/machine-learning,Data Science,Machine Learning,"Data Clustering Algorithms, Machine Learning, Classification Algorithms, Decision Tree, Python Programming, Machine Learning Concepts, Deep Learning, Linear Regression, Ridge Regression, Lasso (Statistics), Regression Analysis, Logistic Regression, ",4.7,12392,4704,2,"data science, machine learning","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]",0.000745263,0
Professional Skills for the Workplace Specialization,Improve Your Interpersonal Business Skills. Practice and master strategies that will improve your professional relationships and help you excel within an organization.,https://www.coursera.org/specializations/professional-skills-for-the-workplace,Business,Business Essentials,"Emotional Intelligence, Adaptability, Problem Solving, Growth Strategies, Resiliency, Critical Thinking, Decision-Making, Brainstorming, Personal Advertisement, Planning, Resilience, ",4.7,600,2688,2,"business, business essentials","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]",3.60844e-05,3
Introduction to Computer Science and Programming Specialization,"Get ready for computer science. Create graphical programs, learn computing mathematics, develop mental models of computer systems. ",https://www.coursera.org/specializations/introduction-computer-science-programming,Computer Science,Software Development,"Computer Graphics (CG), Problem Solving, Mathematics, JavaScript, Computer Programming, ",4.2,946,2688,2,"computer science, software development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",5.68931e-05,2
C# Programming for Unity Game Development Specialization,Learn to Program Unity Games with C#. Learn C# programming and how to use C# in Unity games,https://www.coursera.org/specializations/programming-unity-game-development,Computer Science,Software Development,"Video Game Development, C Sharp (C#) (Programming Language), Unity (User Interface), Game Programming, Crt0, For Loop, Console Applications, Foreach Loop, ",4.7,2165,3360,2,"computer science, software development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0001302045,2
Artificial Intelligence: an Overview Specialization,Enter the artificial intelligence world,https://www.coursera.org/specializations/artificial-intelligence-overview,Computer Science,Algorithms,"Artificial Intelligence (AI), Ethical issues of artificial intelligence, Machine Learning, Legal issues of artificial intelligence, ",4.7,40,3360,2,"computer science, algorithms","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",2.4056e-06,2
Embedding Sensors and Motors Specialization,"Experience Sensors and Motors in an IoT World. Master sensor and motor theory, and program these devices in a microprocessor system.",https://www.coursera.org/specializations/embedding-sensors-motors,Physical Science and Engineering,Electrical Engineering,"sensor integration, firmware, motor design, embedded engineering, hardware, Analog hardware, Pressure and force sensors, Sensor architecture, PSoc Programming, Circuit Design, Sensor manufacturing, PID control, ",4.6,1082,3360,2,"physical science and engineering, electrical engineering","[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]",6.50722e-05,3
Expressway to Data Science: Essential Math Specialization,"Learn Mathematical Foundations for Data Science. Review key concepts in algebra, calculus, linear algebra, and numerical analysis that are critical for Data Science. ",https://www.coursera.org/specializations/expressway-to-data-science-essential-math,Math and Logic,Math and Logic,"Derrivatives, Integrals, Matrix Algebra, Diagonalization, Numerical Analysis, Derivatives, Algebra, Singular Value Decomposition (SVD), root-finding, Partial Derivative, matrix diagonalization, ",4.5,147,2688,2,"math and logic, math and logic","[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",8.8407e-06,3
Everyday Excel Specialization,"Learn Excel From Scratch to Expert. Starting from zero knowledge of Excel, you'll learn basic spreadsheet skills and apply them in to several exciting projects in the capstone ""Projects"" course.",https://www.coursera.org/specializations/everyday-excel,Computer Science,Design and Product,"Spreadsheet, Microsoft Excel, Problem Solving, Project, computing, Data Management, Real World, Real-world projects, ",4.7,1443,2688,2,"computer science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]",8.6783e-05,2
C Programming with Linux Specialization,Gain skills in computer engineering - C and Linux.  Become a skilled C programmer and start a career in computer engineering.,https://www.coursera.org/specializations/c-programming-linux,Computer Science,Software Development,"Linux, Debugging, Algorithms, Software Engineering, C Programming, Computer Programming, Computer Science, Compiler, computer programs/algorithms, Command-Line Interface, ",4.7,145,4032,2,"computer science, software development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",8.7204e-06,2
The Pronunciation of American English Specialization,Improve Your Pronunciation of American English. Build your communication skills by mastering the sounds and “music” of American English.,https://www.coursera.org/specializations/american-english-pronunciation,Language Learning,Learning English,"English Language, Pronunciation, ",4.8,739,2688,2,"language learning, learning english","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]",4.44439e-05,3
Managing Cybersecurity Specialization,Managing Cybersecurity. Mastering the basics of managing cybersecurity in organizations,https://www.coursera.org/specializations/managing-cybersecurity,Information Technology,Security,"Security Management, Network Security, Risk Management, Security Governance, Computer Security Incident Management, Security vulnerabilities and treatments, Threats to cybersecurity, Cybersecurity terminology, cybersecurity program elements, Cybersecurity planning, Cybersecurity performance measurement, Risk identification, ",4.8,448,6048,2,"information technology, security","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]",2.6943e-05,3
